"site_name","type_of_fish","measurement_type","measurement_units","predator_min_length","predator_max_length","predator_average_length","length_units","length_measure","predator_stage","sample_size","start_date","end_date","sampling_interval","habitat","microhabitat","author","year","journal","citation","table_figure","data_sorted_by","sample_id","notes","prey_taxon","measurement","prey_stage","lat","long","measurement_type_number_weight_other","measurement_units_total_percent_other"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"31","8/1/1987","8/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","7",NA,"leptodora_kindtii","1.8","unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"30","9/1/1987","9/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","8",NA,"leptodora_kindtii","11","unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"33","10/1/1987","10/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","9",NA,"leptodora_kindtii","0","unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"42","11/1/1987","11/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","10",NA,"leptodora_kindtii",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"32","12/1/1987","12/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","11",NA,"leptodora_kindtii",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"37","1/1/1988","1/1/1988","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","12",NA,"leptodora_kindtii",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"33","2/1/1987","2/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","1",NA,"chydorus_sphaericus",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"33","3/1/1987","3/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","2",NA,"chydorus_sphaericus","0.2","unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"33","4/1/1987","4/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","3",NA,"chydorus_sphaericus","0","unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"32","5/1/1987","5/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","4",NA,"chydorus_sphaericus",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"31","6/1/1987","6/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","5",NA,"chydorus_sphaericus",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"33","7/1/1987","7/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","6",NA,"chydorus_sphaericus",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"31","8/1/1987","8/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","7",NA,"chydorus_sphaericus","0","unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"30","9/1/1987","9/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","8",NA,"chydorus_sphaericus",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"33","10/1/1987","10/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","9",NA,"chydorus_sphaericus","0","unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"42","11/1/1987","11/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","10",NA,"chydorus_sphaericus",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"32","12/1/1987","12/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","11",NA,"chydorus_sphaericus",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"37","1/1/1988","1/1/1988","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","12",NA,"chydorus_sphaericus",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"33","2/1/1987","2/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","1",NA,"i_sordidus",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"33","3/1/1987","3/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","2",NA,"i_sordidus",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"33","4/1/1987","4/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","3",NA,"i_sordidus",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"32","5/1/1987","5/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","4",NA,"i_sordidus",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"31","6/1/1987","6/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","5",NA,"i_sordidus",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"33","7/1/1987","7/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","6",NA,"i_sordidus",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"31","8/1/1987","8/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","7",NA,"i_sordidus","0.1","unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"30","9/1/1987","9/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","8",NA,"i_sordidus",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"33","10/1/1987","10/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","9",NA,"i_sordidus",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"42","11/1/1987","11/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","10",NA,"i_sordidus",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"32","12/1/1987","12/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","11",NA,"i_sordidus",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"37","1/1/1988","1/1/1988","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","12",NA,"i_sordidus",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"33","2/1/1987","2/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","1",NA,"brachionus_sp",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"33","3/1/1987","3/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","2",NA,"brachionus_sp",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"33","4/1/1987","4/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","3",NA,"brachionus_sp","0.2","unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"32","5/1/1987","5/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","4",NA,"brachionus_sp",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"31","6/1/1987","6/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","5",NA,"brachionus_sp",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"33","7/1/1987","7/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","6",NA,"brachionus_sp",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"31","8/1/1987","8/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","7",NA,"brachionus_sp","0","unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"30","9/1/1987","9/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","8",NA,"brachionus_sp",".1","unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"33","10/1/1987","10/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","9",NA,"brachionus_sp",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"42","11/1/1987","11/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","10",NA,"brachionus_sp",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"32","12/1/1987","12/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","11",NA,"brachionus_sp",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"37","1/1/1988","1/1/1988","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","12",NA,"brachionus_sp",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"33","2/1/1987","2/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","1",NA,"keratella_quadrata",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"33","3/1/1987","3/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","2",NA,"keratella_quadrata",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"33","4/1/1987","4/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","3",NA,"keratella_quadrata","1.3","unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"32","5/1/1987","5/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","4",NA,"keratella_quadrata",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"31","6/1/1987","6/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","5",NA,"keratella_quadrata",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"33","7/1/1987","7/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","6",NA,"keratella_quadrata",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"31","8/1/1987","8/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","7",NA,"keratella_quadrata","0.8","unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"30","9/1/1987","9/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","8",NA,"keratella_quadrata","0.5","unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"33","10/1/1987","10/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","9",NA,"keratella_quadrata","0.2","unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"42","11/1/1987","11/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","10",NA,"keratella_quadrata",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"32","12/1/1987","12/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","11",NA,"keratella_quadrata",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"37","1/1/1988","1/1/1988","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","12",NA,"keratella_quadrata",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"33","2/1/1987","2/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","1",NA,"asplachna_sp",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"33","3/1/1987","3/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","2",NA,"asplachna_sp",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"33","4/1/1987","4/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","3",NA,"asplachna_sp",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"32","5/1/1987","5/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","4",NA,"asplachna_sp",NA,"unknown",NA,NA,"number","total"
"Lake  Koronia, Greece","Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,"31","6/1/1987","6/1/1987","monthly","lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","5",NA,"asplachna_sp",NA,"unknown",NA,NA,"number","total"
